No,AQI
35364,53.9
35365,56.54
35366,82.31
35367,104.12
35368,125.33
35369,118.03
35370,146.355
35371,93
35372,99.86333333
35373,152
35374,79.89
35375,77.22
35376,48.13
35377,28.07
35378,34.98
35379,31.92
35380,32.19
35381,40.74
35382,42.37
35383,52.28
35384,49.48
35385,61.78
35386,62.06
35387,82.7
35388,67.77
35389,70.91
35390,64.82
35391,71.07
35392,75.75
35393,59.2975
35394,84.04
35395,92.26
35396,112.08
35397,120.47
35398,104.25
35399,100.0766667
35400,93.4
35401,81.72
35402,95.99
35403,72.37
35404,72.02
35405,68.61
35406,94.19
35407,81.09
35408,84.94
35409,100.66
35410,122.66
35411,89.565
35412,135.54
35413,153.66
35414,170.75
35415,176.68
35416,174.93
35417,166.88
35418,183.84
35419,172.465
35420,189.96
35421,172.615
35422,153.12
35423,178.27
35424,158.2
35425,158.06
35426,178.01
35427,138.81
35428,133.54
35429,126.85
35430,133.81
35431,130.65
35432,120.19
35433,125.98
35434,132.23
35435,127.55
35436,119.23
35437,118.99
35438,121.6
35439,121.01
35440,127.83
35441,128.62
35442,136.12
35443,134.7
35444,158.88
35445,172.7
35446,161.75
35447,131.855
35448,179.14
35449,95.93
35450,52.61
35451,52.08
35452,50.23
35453,65.89
35454,55.75
35455,58.83
35456,64.98
35457,68.39
35458,412.71
35459,156.95
35460,118
35461,137.92
35462,152.14
35463,150.23
35464,105.97
35465,81.328
35466,92.03
35467,116.54
35468,93.7
35469,102.47
35470,81.39
35471,74.73
35472,111.18
35473,92.81
35474,76.81
35475,104.47
35476,58.3
35477,46.23
35478,58.85
35479,59.16
35480,62.96
35481,61.562
35482,58.07
35483,79.33333333
35484,71.2
35485,70.09
35486,73.59
35487,67.98
35488,92.0425
35489,88.99
35490,86
35491,80.57
35492,80.79
35493,52.3
35494,68.73
35495,39.7915
35496,57.5175
35497,67.34
35498,40.49
35499,57.46
35500,63.01
35501,52.91
35502,61.1
35503,70.23
35504,60.12
35505,64.76
35506,85.18
35507,96.69
35508,107.58
35509,78.15
35510,89.07
35511,119.4316667
35512,110.49
35513,136.4366667
35514,149.635
35515,181.94
35516,140.63
35517,138.37
35518,143.07
35519,131.5
35520,154.3
35521,89.1275
35522,87.54
35523,91.55
35524,78.31
35525,91.15
35526,76.62
35527,115.92
35528,95.66
35529,108.12
35530,111.22
35531,106.26
35532,127.83
35533,114.56
35534,118.61
35535,131.36
35536,137.73
35537,186.3
35538,182.8066667
35539,167.68
35540,141.305
35541,130.28
35542,144.82
35543,140.84
35544,132.25
35545,133.98
35546,123.18
35547,129.04
35548,146.76
35549,140.08
35550,134.9
35551,132.87
35552,118.52
35553,108.18
35554,129.99
35555,157.45
35556,174.29
35557,197.79
35558,195.83
35559,205.9566667
35560,231.625
35561,198.8225
35562,182.864
35563,183.81
35564,191.1493333
35565,193.955
35566,207.1946667
35567,207.82
35568,204.6
35569,222.77
35570,186.07
35571,174.04
35572,158.69
35573,187.47
35574,213.94
35575,200.8
35576,240.7
35577,152.54
35578,77.1
35579,55.945
35580,83.26
35581,83.49
35582,65.13
35583,93.57
35584,77.17
35585,91.72
35586,79.885
35587,98.88
35588,107.7
35589,91.77
35590,89.43
35591,91.97
35592,89.31
35593,52.54
35594,64.5
35595,48.3
35596,39.74
35597,54.81
35598,67.15
35599,83.58
35600,79.64
35601,93.74
35602,59.37
35603,61.9
35604,58.05
35605,71.73
35606,75.57
35607,90.19
35608,82.915
35609,79.71
35610,85.39
35611,70.95666667
35612,86.9
35613,48.91
35614,55.28
35615,62.54
35616,71.89
35617,69.94
35618,62.51
35619,54.27
35620,67.95
35621,65.35
35622,89.18
35623,87.88
35624,84.07
35625,103.29
35626,116.87
35627,117.12
35628,115.95
35629,116.47
35630,113.15
35631,142.2
35632,133.86
35633,134.22
35634,121.39
35635,110.09
35636,109.74
35637,107.56
35638,111.65
35639,113.25
35640,109.6
35641,116.8
35642,105.88
35643,153.82
35644,136.64
35645,162.42
35646,130.13
35647,136.26
35648,133.91
35649,136.51
35650,140.76
35651,135.52
35652,155.9
35653,157.87
35654,158.87
35655,143.7627778
35656,142.6488333
35657,174.2810952
35658,189.3800913
35659,163.8133333
35660,179.08
35661,174.77
35662,165.23
35663,149.16
35664,165.44
35665,151.31
35666,161.06
35667,162.62
35668,143.21
35669,141.71
35670,106.53
35671,89.72
35672,78.71
35673,75.23
35674,83.86
35675,80.6
35676,75.58009524
35677,85.94
35678,79.79
35679,89.03
35680,61.482
35681,76.335
35682,86.2
35683,79.56
35684,95.45
35685,87.25
35686,53.52
35687,58.24
35688,50.54
35689,61.24
35690,67.78
35691,59.54
35692,60.75
35693,60.03
35694,60.62
35695,67.52
35696,78.23
35697,79.19933333
35698,102.49
35699,78.76
35700,154.5461905
35701,116.145
35702,120.63
35703,114.22
35704,182.7483333
35705,145.42
35706,71.9
35707,66.58
35708,66.59
35709,52.47
35710,27.65
35711,33.75
35712,32.2675
35713,24.08
35714,23.58
35715,37.88
35716,45.47
35717,53.24
35718,53.15
35719,60.82
35720,74.29
35721,69.01
35722,86.88
35723,81.86
35724,115.485
35725,91.73
35726,90.77
35727,94.12
35728,93.13
35729,103.29
35730,56.5
35731,58.31
35732,44.3
35733,42.64
35734,33.03
35735,28.73
35736,22.89
35737,26.86
35738,37.13
35739,40.74
35740,49.83
35741,44.53
35742,49.67
35743,59.03
35744,59.82
35745,50.44
35746,83.75
35747,110.59
35748,131.91
35749,96.195
35750,97.91
35751,74.36
35752,97.62
35753,79.47
35754,62.78
35755,83.82
35756,69.22
35757,42.87
35758,35.91
35759,43.8
35760,49.38
35761,126.04
35762,73.69
35763,63.33
35764,96.91
35765,104.63
35766,77.11
35767,75.47
35768,67.91
35769,66.07
35770,62.59
35771,67.85
35772,76.36
35773,83.26
35774,95.23
35775,96.2
35776,95.59
35777,114.37
35778,116.31
35779,127.88
35780,143.7
35781,153.31
35782,157.3
35783,167.97
35784,174
35785,149.22
35786,134.17
35787,126.41
35788,140.51
35789,131.98
35790,119.38
35791,119.27
35792,79.45
35793,101.78
35794,114.33
35795,96.3
35796,90.04
35797,101.57
35798,90.31
35799,90.21
35800,92.69
35801,101.32
35802,108.35
35803,121.71
35804,109.01
35805,103.79
35806,124.3243333
35807,122.625
35808,188.76
35809,138.49
35810,118.78
35811,109.25
35812,99.49
35813,107.75
35814,101.95
35815,107.29
35816,83.66830952
35817,119.34
35818,138.91
35819,133.37
35820,126.51
35821,128.81
35822,131.9633333
35823,123.0913333
35824,90.77
35825,115.86
35826,119.77
35827,125.7
35828,140.94
35829,132.09
35830,154.87
35831,155.38
35832,139.91
35833,113.28
35834,105.17
35835,71.3
35836,70.21
35837,94.03
35838,76.57
35839,74.87
35840,75.72
35841,74.3
35842,46.5
35843,33.63
35844,58.36
35845,46.44
35846,40.53
35847,40.03
35848,62.02
35849,51.43
35850,50.33
35851,43.29
35852,53.74
35853,40.3
35854,58.19
35855,37.71
35856,38.64
35857,41.48
35858,56.24
35859,49.69
35860,89.54
35861,67.59
35862,71.89
35863,93.05
35864,70.62
35865,59.5
35866,69.90122222
35867,53.675
35868,98.64
35869,86.21
35870,99.13333333
35871,105.11
35872,88.43
35873,65.1
35874,61.15
35875,56.65
35876,34.3
35877,29.4
35878,35.25
35879,25.74
35880,60.94
35881,50.51
35882,67.035
35883,48.73
35884,66.88
35885,101.44
35886,77.43
35887,74.94
35888,89.72
35889,107.16
35890,101.2
35891,67.95
35892,78.582
35893,138.3591905
35894,68.236
35895,79.18
35896,99.105
35897,94.799
35898,72.72
35899,70.58
35900,84.56
35901,101.29
35902,80.07
35903,52.32285714
35904,48.28
35905,46.43
35906,33.87
35907,33.77
35908,42.56
35909,65.81
35910,61.4
35911,67.46
35912,63.54
35913,107.485
35914,95.70833333
35915,83.57
35916,101.65
35917,107.77
35918,109.75
35919,100.69
35920,109.19
35921,95.595
35922,117.2966667
35923,115.61
35924,110.82
35925,123.53
35926,117.94
35927,111.44
35928,103.4
35929,87.7
35930,91.1
35931,83.4
35932,83.95
35933,81.78
35934,89.98
35935,84.86
35936,92.05
35937,86.47
35938,96.1
35939,99.37
35940,87.08
35941,97.49
35942,114.46
35943,92.64
35944,115.79
35945,144.58
35946,128.04
35947,113.52
35948,124.6008333
35949,193.41
35950,143.2
35951,123.9
35952,86.71
35953,79.67
35954,73.93
35955,85.25
35956,123.95
35957,99.66
35958,91.88
35959,88.75
35960,85.82
35961,86.4
35962,83.78
35963,88.59
35964,96.09
35965,101.71
35966,117.82
35967,140
35968,131.53
35969,133.65
35970,133.49
35971,150.62
35972,153.11
35973,139.0633333
35974,123.93
35975,115.13
35976,137.48
35977,150.86
35978,125.71
35979,123.37
35980,115.5
35981,100.96
35982,51.87
35983,82.24
35984,41.71
35985,44.63
35986,42.19
35987,37.07
35988,37.97
35989,31.34
35990,36
35991,33.52
35992,29.15
35993,26.1
35994,25.85
35995,33.31
35996,44.24
35997,41.64
35998,43.56
35999,39.38
36000,51.83
36001,54.77
36002,38.62
36003,26.97
36004,26.62
36005,20.22
36006,15.41
36007,40.02
36008,31.09
36009,44.94
36010,51.7
36011,84.65333333
36012,81.36
36013,66.12
36014,63.9
36015,69.49892857
36016,122.265
36017,90.27666667
36018,119.48
36019,111.78
36020,113.87
36021,155.82
36022,109.07
36023,103.32
36024,97.89
36025,83.76
36026,61.99
36027,54.44
36028,73.17
36029,80.58
36030,80.05
36031,70.45
36032,38.47
36033,43.15
36034,38.49
36035,44.23
36036,38.04
36037,37.14
36038,42.92
36039,39.35
36040,41.82
36041,42.52
36042,44.41
36043,40.59
36044,48.57
36045,43.26
36046,51.11
36047,42.43
36048,47.64
36049,47.17
36050,47.87
36051,42.92
36052,37.8
36053,32.8
36054,30.07
36055,27.18
36056,41.13
36057,58.58
36058,96.02
36059,105.11
36060,91.12
36061,99.36
36062,151.1
36063,70.454
36064,112.61
36065,99.84
36066,60
36067,56.9
36068,33.89
36069,49.29
36070,50.43
36071,33.45
36072,42.81
36073,32.6
36074,30.75
36075,43.56
36076,41.2
36077,49.5
36078,56.07
36079,46.14
36080,44.9
36081,68.77
36082,73.01
36083,104.595
36084,117.74
36085,93.2
36086,92.09
36087,92.585
36088,96.35
36089,113.49
36090,98.00333333
36091,76.71
36092,109.79
36093,105.25
36094,102
36095,103.79
36096,126.72
36097,130.49
36098,114.47
36099,115.77
36100,114.2
36101,88.36
36102,105.47
36103,116.85
36104,133.18
36105,112.79
36106,132.78
36107,97.79
36108,118.09
36109,121.58
36110,130.28
36111,124.92
36112,125.1366667
36113,139.04
36114,118.5925
36115,137.59
36116,121.4
36117,108.07
36118,59.7
36119,67.06
36120,86.99
36121,87.03
36122,91.51
36123,37.42
36124,19.57
36125,17.21
36126,21.31
36127,28.35
36128,43.83
36129,52.42
36130,100.87
36131,87.70033333
36132,114.98
36133,110.29
36134,115.34
36135,132.8
36136,108.71
36137,116.4138333
36138,273.3350357
36139,152.08
36140,114.31
36141,68.94733333
36142,89.39916667
36143,74.77
36144,63.4
36145,62.12
36146,65.18
36147,79.43
36148,69.87
36149,70.82
36150,81.87
36151,74.97
36152,68.23
36153,67.95
36154,65.51
36155,79.32
36156,69.57
36157,69.5
36158,78.48666667
36159,78.65
36160,99.78
36161,113.805
36162,130.55
36163,90.32
36164,83.77666667
36165,82.17
36166,81.01
36167,72.02
36168,73.94
36169,71.28
36170,74.01
36171,77.49
36172,62.89
36173,53.46
36174,52.84
36175,53.18
36176,61.55
36177,61.91
36178,59.36
36179,59.54
36180,67.96
36181,66.73
36182,84.38
36183,82.22
36184,76.21
36185,64.09
36186,70.35
36187,58.365
36188,70.99
36189,60.47
36190,67.75
36191,44.37
36192,75.06
36193,92.17
36194,72.81
36195,70.06
36196,77.75
36197,85.058
36198,92.22
36199,90.91
36200,58.75
36201,73.05
36202,64.97
36203,66.29
36204,73.74
36205,66.17
36206,75.3
36207,74.13
36208,76.8
36209,49.47
36210,41.37
36211,36.99
36212,29.4
36213,54.92
36214,32.31
36215,33.94
36216,30.05
36217,28.33
36218,16.27
36219,10.53
36220,19.7
36221,22.37
36222,40.62
36223,41.24
36224,42.76
36225,38.43
36226,68.28
36227,53.64
36228,50.49
36229,58.94
36230,48.13
36231,51.53
36232,115.91
36233,77.43
36234,85.98
36235,105.6
36236,80.22
36237,56.05
36238,30
36239,33
36240,40.42
36241,38.83
36242,26.91
36243,42.1
36244,42.29
36245,49.85
36246,56.61
36247,62.29
36248,66.8
36249,62.95
36250,62.06
36251,54.36
36252,49.08
36253,60.82
36254,63.97
36255,54.75
36256,85.93
36257,101.92
36258,135.98
36259,88.96
36260,103.297
36261,123.61
36262,87.41
36263,86.04
36264,57.47
36265,38.33
36266,38.76
36267,38
36268,34.66
36269,32.51
36270,46.1
36271,41.09
36272,35.48
36273,35.92
36274,26.81
36275,29.85
36276,34.59
36277,38.25
36278,33.34
36279,39.8
36280,32.3
36281,29.5
36282,21.56
36283,21.25
36284,17.57
36285,17.8
36286,20.06
36287,20.85
36288,15.88
36289,14.82
36290,16.2
36291,19.76
36292,24.45
36293,26.3
36294,40.24
36295,36.035
36296,50.03
36297,38.91
36298,50.02
36299,55.63
36300,91.85
36301,84.69
36302,105.43
36303,98.63
36304,160.19
36305,86.87
36306,48.02
36307,77.38
36308,63.26
36309,46.11
36310,61.56
36311,56.7
36312,73.8
36313,93.61
36314,82.69
36315,94.46
36316,108.32
36317,99.35
36318,94.6
36319,93.06
36320,98.53
36321,83.85
36322,92.45
36323,151.59
36324,64.68
36325,82.76
36326,94.98
36327,88.35
36328,88.21
36329,85.465
36330,78.29
36331,57.43
36332,190.05
36333,69.86
36334,72.27
36335,44.89
36336,39.39
36337,51.65
36338,47.1
36339,43.35
36340,38.78
36341,40.79
36342,49.01
36343,57.68
36344,65.32
36345,74.37
36346,86.9
36347,82.19
36348,89.77333333
36349,117.83
36350,103.15
36351,85.26166667
36352,82.135
36353,88.85
36354,91.91
36355,96.26
36356,102.33
36357,92.27666667
36358,93.6
36359,73.13
36360,82.03
36361,84.68
36362,69.81
36363,59.96
36364,52.01
36365,50.06
36366,46.64
36367,52.64
36368,31.13
36369,36.53
36370,37.73
36371,41.53
36372,64.51
36373,70.75
36374,118.024
36375,101.966
36376,80.35
36377,128.6325
36378,79.65
36379,90.504
36380,125.64
36381,78.23
36382,80.18
36383,109.84
36384,138.88
36385,104.41
36386,108.21
36387,78.31
36388,81.65
36389,107.53
36390,120.28
36391,127.57
36392,106.08
36393,103.62
36394,97.58
36395,94.31
36396,99.02
36397,70.63
36398,59.61
36399,73.54
36400,102.0216667
36401,105.8
36402,89.59
36403,65.23
36404,83.242
36405,94.05
36406,116.66
36407,141.8
36408,131.99
36409,128.51
36410,129
36411,123.1
36412,109.09
36413,98.04
36414,89.33
36415,113.925
36416,114.6661429
36417,130.7433333
36418,140.5091667
36419,159.05
36420,173.94
36421,193.01
36422,195.13
36423,160.256
36424,119.91
36425,97.63
36426,56.1
36427,36.96
36428,21.59
36429,17.98
36430,31.5
36431,28.58
36432,17.115
36433,26.09333333
36434,25.01333333
36435,46.75
36436,45.15
36437,54.27
36438,107.59
36439,113.09
36440,98.29
36441,101.44
36442,57.23466667
36443,86.34
36444,88.1625
36445,102.3741667
36446,147.3888571
36447,90.749
36448,96.86
36449,70.42
36450,72.86
36451,96.33
36452,89.93
36453,85.06
36454,71.54
36455,79.97
36456,82.94
36457,99.06
36458,98.78
36459,112.73
36460,112.26
36461,111.72
36462,118.03
36463,116.65
36464,127.4166667
36465,130.71
36466,135.69
36467,141.52
36468,125.1283333
36469,167.02
36470,131.2306667
36471,180.17
36472,173.662
36473,180.4183333
36474,210.403
36475,181.1096667
36476,164.2433333
36477,144.4
36478,99.46
36479,62.35
36480,50.76
36481,55.12
36482,55.74
36483,43.38
36484,46.67
36485,64.85
36486,66.43
36487,68.85
36488,65.4
36489,82.74
36490,76.03
36491,86.65
36492,90.45
36493,105.9
36494,118.54
36495,114.7
36496,106.1038333
36497,93.84428571
36498,99.37
36499,102.34
36500,92.49
36501,79.94
36502,64.82
36503,65.42
36504,56.49
36505,51.58
36506,57.16
36507,65.26
36508,66.56
36509,67.82
36510,79.22
36511,71.43
36512,98.44
36513,95.82
36514,93.01
36515,84.93
36516,99.47
36517,102.575
36518,89.97
36519,76.31
36520,81.8
36521,91.76
36522,85.476
36523,87.69
36524,93.95
36525,92.38
36526,97.84
36527,84.1
36528,115.5754286
36529,95.77
36530,87.63
36531,85.23
36532,81.34
36533,84.64
36534,81.96
36535,91.15
36536,91.63
36537,92.24
36538,118.8041111
36539,121.586
36540,122.3326667
36541,127.97
36542,120.4124683
36543,136.3516667
36544,114.301381
36545,144.8360595
36546,126.73
36547,118.57
36548,92.53
36549,45.13
36550,15.37
36551,21.57
36552,10.79
36553,11.28
36554,10.88
36555,12.21
36556,16.25
36557,41.71
36558,31.76
36559,48.58
36560,34.42
36561,44.21
36562,37.4
36563,43.85
36564,30.16
36565,50
36566,37.73
36567,53.16
36568,54.2075
36569,28.7
36570,28.76
36571,29.57
36572,28.81
36573,22.82
36574,24.29
36575,26.91
36576,26.96
36577,26.82
36578,28.02
36579,25.57
36580,31.87
36581,34.77
36582,32.73
36583,38.49
36584,35.32
36585,33.55
36586,42.94
36587,35.46
36588,63.86
36589,45.28
36590,44.64
36591,33.56
36592,73.76
36593,78.87
36594,71.78
36595,28.16
36596,18.83
36597,13.79
36598,15.7
36599,11.6
36600,14.76
36601,12.62
36602,12.88
36603,12.4
36604,15.39
36605,13.85
36606,30.7
36607,44.47
36608,23.67
36609,31.27
36610,29.71
36611,45.98
36612,63.37
36613,39.05
36614,47.6
36615,58.37583333
36616,59.5
36617,49.72
36618,57.9
36619,39.54333333
36620,18.08
36621,20.95
36622,32.99
36623,26.77
36624,23.72
36625,31.71
36626,30.06
36627,25.37
36628,35.95
36629,35.61
36630,44.45
36631,39.87
36632,41.98
36633,68.91
36634,50.54
36635,55.86
36636,64.73
36637,57.93
36638,76.85
36639,90.75
36640,79.17
36641,83
36642,61.03
36643,49.52
36644,39.34
36645,37.19
36646,25.66
36647,23.27
36648,31.6
36649,17.31833333
36650,19.77
36651,29.85
36652,37.83
36653,47.83
36654,59.93
36655,61.93
36656,57.95
36657,65.56
36658,64.065
36659,73.86
36660,81.85
36661,103.98
36662,71.73
36663,66.58
36664,59.07
36665,64.97
36666,66.3725
36667,81.94
36668,84.32
36669,84.71
36670,82.62
36671,88.7
36672,98.2
36673,103.28
36674,87.94
36675,85.41
36676,108.46
36677,104.78
36678,94.85
36679,81.62
36680,81.18
36681,76.89
36682,85.99
36683,96.75733333
36684,124.14
36685,102.31
36686,237.29
36687,102.6325
36688,103.675
36689,112.2
36690,115.84
36691,85.08
36692,96.13
36693,90.36
36694,68.26885714
36695,104.2966667
36696,100.36
36697,114.24
36698,107.59
36699,107.9566667
36700,110.8366667
36701,117.21
36702,138.4
36703,84.08
36704,78.28
36705,69.44
36706,85.79978571
36707,56.45
36708,51.72
36709,63.485
36710,45.08257143
36711,47.9
36712,49.39
36713,43.62
36714,39.58
36715,33.43
36716,30.14
36717,40.07
36718,29.91
36719,33.47
36720,60.29
36721,67.17
36722,71.58
36723,73.72
36724,66.76
36725,55.07
36726,86.02
36727,57.27
36728,71.6
36729,66.66
36730,48.52
36731,66.865
36732,72.62
36733,38.12
36734,31.7
36735,45.09816667
36736,51.15
36737,37.2325
36738,29.9
36739,39.54
36740,45.82333333
36741,38.68
36742,46.06
36743,48.08
36744,39.38
36745,41.93
36746,41.83
36747,42.28
36748,57.1
36749,52.49
36750,54.26
36751,43.37
36752,49.45
36753,50.66
36754,46.86
36755,52.91
36756,47.93
36757,38.84
36758,98.39
36759,55.87
36760,39.71
36761,38.21
36762,28.19
36763,34.6
36764,42.83
36765,30.55
36766,40.2
36767,30.16
36768,39.5
36769,43.09
36770,42.01
36771,54.13
36772,64.2
36773,55.7
36774,57.51
36775,65.75
36776,60.94
36777,54.74
36778,58.49
36779,71.69
36780,79.1
36781,77.4
36782,80.89166667
36783,81.34842749
36784,102.764
36785,91.83
36786,105.02
36787,85.3
36788,67.69
36789,61.15
36790,85.54
36791,44.65
36792,56.6
36793,65.16
36794,56.52
36795,51.23
36796,67.91
36797,50.54
36798,65.27
36799,46.37
36800,49.1625
36801,79.36166667
36802,74.705
36803,92.86
36804,98.22
36805,97.08
36806,83.242
36807,89.49
36808,68.95409524
36809,77.72
36810,70.13
36811,60.925
36812,40.98
36813,34.86
36814,34.94
36815,40.46
36816,45.22
36817,74.52
36818,57.07
36819,63.33
36820,74.69
36821,66.6
36822,83.66
36823,87.7
36824,106.68
36825,97.34
36826,113.79
36827,146.2149048
36828,89.73
36829,100.69
36830,90.76
36831,94.058
36832,93.87
36833,91.65
36834,66.92811905
36835,88.98
36836,24.25
36837,11.59
36838,7.69
36839,19.97
36840,17.91
36841,22.34
36842,37.23
36843,17.72
36844,24.62
36845,19.59
36846,32.44
36847,62.09
36848,35
36849,109.918
36850,40.91
36851,62.02533333
36852,27.93
36853,31.8
36854,18.46
36855,13.98
36856,7.77
36857,9.24
36858,10.35
36859,10.43
36860,11.47
36861,7.34
36862,12.17
36863,23.51
36864,25.65
36865,32.11
36866,57.44
36867,99.26
36868,67.41
36869,46.99
36870,67.17
36871,44.11966667
36872,61.05
36873,60.01
36874,45.02
36875,42.19
36876,48.51
36877,56.68
36878,45.68
36879,62.6
36880,54.91
36881,63.46
36882,46.74
36883,46.95
36884,64.5
36885,55.49
36886,39.31
36887,65.91
36888,43.4
36889,51.4
36890,64.8175
36891,77.89
36892,41.34
36893,88.65
36894,47.9
36895,37.96
36896,48.73
36897,37.31333333
36898,27.84
36899,48.15
36900,24.06
36901,26.4
36902,42.93
36903,38.92
36904,29.58
36905,51.06
36906,102.95
36907,69.9575
36908,67.19
36909,97.05333333
36910,84.94
36911,80.59
36912,91.92
36913,75.02333333
36914,84.015
36915,81.045
36916,86.665
36917,95.86
36918,99.58
36919,85.09
36920,70.78
36921,88.98
36922,59.0007619
36923,80.73
36924,83.29
36925,99.97
36926,111.31
36927,97.74183333
36928,101.844
36929,94.76291667
36930,118.0074286
36931,129.1566667
36932,119.68
36933,120.27
36934,130.8966667
36935,117.92
36936,83.24
36937,71.36
36938,35.4
36939,58.85
36940,39.43
36941,34.98
36942,23.17
36943,37.24
36944,25.04
36945,17.69
36946,30.07
36947,23.9
36948,21.11
36949,23.12
36950,25.85
36951,45.75
36952,50.33
36953,51.65
36954,55.72
36955,79.58
36956,66.7125
36957,58.62
36958,63.59
36959,54.45
36960,41.67
36961,52.4925
36962,40.69
36963,50.92
36964,29.18333333
36965,39.61
36966,24.57
36967,16.76
36968,17.07
36969,15.12
36970,15.11
36971,16.21
36972,11.925
36973,25.265
36974,46.03
36975,47.64
36976,48.11
36977,31.6295
36978,56.365
36979,87.957
36980,112.35
36981,100.65
36982,106.376
36983,105.64
36984,121.6466667
36985,127.784
36986,108.1033333
36987,77.1715
36988,85.49
36989,63.2
36990,35.14
36991,35.84
36992,43.65
36993,57.77333333
36994,49.01166667
36995,52.20829365
36996,43.42
36997,43.06
36998,28.92
36999,63.27633333
37000,37.035
37001,33.70066667
37002,42.91483333
37003,59.673
37004,55.4
37005,70.2542381
37006,63.51025
37007,66.75333333
37008,39.75
37009,40.87
37010,33.38333333
37011,36.59
37012,34.08
37013,30.48
37014,48.33
37015,37.22
37016,42.975
37017,75.71
37018,56.93
37019,51.21
37020,63.4
37021,78.01
37022,73.57
37023,93.49
37024,70.85
37025,112.59
37026,106.82
37027,109.65
37028,85.92446825
37029,121.6975
37030,123.84
37031,83.38701587
37032,141.53
37033,161.5675
37034,126.491
37035,107.8175
37036,89.81
37037,84.791
37038,93.849
37039,74.17
37040,73.93
37041,93.18
37042,120.15
37043,138.44
37044,138.03
37045,91.11
37046,62.12
37047,77.93
37048,61.57
37049,113.1545714
37050,88.108
37051,136.2406905
37052,111.38
37053,156.0225
37054,101.487
37055,109.8033333
37056,130.945
37057,153.88
37058,140.5
37059,123.1930595
37060,162.92
37061,118.868881
37062,162.27
37063,171.4
37064,180.93
37065,127.62
37066,114.2833333
37067,93.42
37068,113.79
37069,104.93
37070,108.98
37071,108.3043333
37072,113.6255
37073,108
37074,113.996619
37075,171.88
37076,196.03
37077,183.65
37078,77.07
37079,23.2
37080,24.82
37081,48.88333333
37082,35.45
37083,38.11333333
37084,65.19
37085,61.94766667
37086,82.97333333
37087,78.82
37088,87.25
37089,91.65
37090,132.35
37091,140.71
37092,137.54
37093,51.76
37094,83.3
37095,59.5
37096,72.5985
37097,68.74466667
37098,79.47266667
37099,67.38
37100,52.449
37101,61.88583333
37102,72.82
37103,68.74466667
37104,73.78
37105,77.159
37106,56.82
37107,49.71
37108,45.22
37109,66.543
37110,35.87
37111,25.17
37112,36.2
37113,65.32
37114,105.98
37115,81.74
37116,88.07
37117,119.44
37118,138.14
37119,142.82
37120,148.3683571
37121,150.355
37122,146.89
37123,125.249
37124,143.9966667
37125,150.06
37126,113.1545714
37127,133.77
37128,106.64
37129,157.36
37130,161.59
37131,168.2
37132,174.5
37133,117.61
37134,108.21
37135,119.66
37136,102.22
37137,100.32
37138,74.6
37139,75.34333333
37140,78.43
37141,77.63
37142,85.92446825
37143,84.9
37144,92.71309524
37145,96.75
37146,82.97
37147,52.31
37148,41.43
37149,49.22
37150,45.12
37151,58.51
37152,56.56
37153,41.43
37154,27.4
37155,21.11
37156,21.41
37157,39.69
37158,27.95
37159,31.6295
37160,40.92
37161,39.205
37162,46.499
37163,54.95833333
37164,73.52
37165,88.06
37166,102.06
37167,84.52
37168,83.77
37169,72.81
37170,76.22
37171,74.73
37172,82.34
37173,97.11602381
37174,56.80433333
37175,66.79919048
37176,85.05333333
37177,83.89533333
37178,86.9
37179,73.09
37180,91.06833333
37181,90.21261905
37182,83.81766667
37183,55.265
37184,58.02
37185,61.77
37186,73.65
37187,56.59
37188,35.89
37189,54.92
37190,43.72
37191,33.61
37192,38.4
37193,25.35
37194,51.13183333
37195,59.63564286
37196,44.47
37197,45.512
37198,67.8
37199,39.76
37200,48.09
37201,69.29666667
37202,77.353
37203,64.73
37204,47.69
37205,51.80833333
37206,71.10933333
37207,45.54
37208,51.74
37209,47.67
37210,34.37
37211,73.8425
37212,96.49234127
37213,63.24
37214,64.39
37215,77.64666667
37216,51.07
37217,43.56
37218,34.96
37219,30.57
37220,26.44
37221,24.22
37222,24.97
37223,21.11
37224,25.16
37225,16.11
37226,22.55
37227,38.31
37228,24.3
37229,28.79
37230,27.15
37231,32.52
37232,24.41
37233,37.07416667
37234,40.26
37235,38.03
37236,57.03
37237,50.98
37238,33.04
37239,40
37240,79.31
37241,68.08
37242,56.07666667
37243,67.63
37244,59.36
37245,83.16066667
37246,70.11
37247,85.92446825
37248,65.3535
37249,81.25416667
37250,73.69
37251,64.19
37252,58.69
37253,59.73
37254,63.16
37255,57.4
37256,63.25
37257,52.32
37258,69.41
37259,64.89
37260,51.37
37261,65.81
37262,71.92
37263,64.7
37264,51.79
37265,74.98
37266,75.94
37267,51.72683333
37268,70.17083333
37269,81.4875
37270,85.098
37271,121.4059524
37272,105.88
37273,79.22333333
37274,83.98
37275,76.11
37276,87.2
37277,88.54
37278,98.9
37279,112.05
37280,105.68
37281,113.2816667
37282,139.125
37283,139.44
37284,135.84
37285,127.92
37286,129.57
37287,130.82
37288,145.73
37289,168.86
37290,167.58
37291,176.92
37292,129.5555
37293,177.2546071
37294,169.84425
37295,129.5555
37296,149.5515556
37297,123.639
37298,113.9706667
37299,101.304
37300,81.52
37301,87.15
37302,69.87
37303,71.93583333
37304,113.43
37305,76.56
37306,106.595
37307,98.13666667
37308,79.84333333
37309,90.25
37310,86.73166667
37311,77.65
37312,57.29
37313,35.89
37314,44.32
